,participant_id,function_name,function_id,system_timestamp,device_timestamp,valid_gaze_left,valid_gaze_right,gaze_left_eye,gaze_right_eye,valid_pd_left,valid_pd_right,pd_left,pd_right,fixation,geometry,public.0,void.0,testAddCountryWithSequenceGenerator.0,throws.0,Exception.0,CountryWithSequence.0,country1.0,=.0,new.0,CountryWithSequence.1,country1.1,setCountryId.0,"""KR"".0",country1.2,setCountryName.0,"""Korea"".0",Integer.0,countryCode.0,=.1,Integer.1,session.0,save.0,country1.3,assertEquals.0,"""fail to generate a new countryCode."".100",0.0,countryCode.1,intValue.0,assertNotNull.0,"""fail to add a new country with sequence generator. "".101",countryCode.2,prewritten,accurate,missing,unnecessary,readable,code
0,136,testAddCountryWithSequenceGenerator,1046788,1208447698394,16962101145,1,1,"(0.15606528520584106, 0.2723712623119354)","(0.15735165774822235, 0.2933042645454407)",1,1,2.54742431640625,2.502960205078125,Fixation,POINT (0.1567084714770317 0.282837763428688),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447706728,16962109479,1,1,"(0.15475134551525116, 0.2692759335041046)","(0.1602226346731186, 0.30076900124549866)",1,1,2.539413452148437,2.533920288085937,Fixation,POINT (0.1574869900941849 0.2850224673748016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447715061,16962117812,1,1,"(0.1586443930864334, 0.2688126266002655)","(0.1625850349664688, 0.3027282953262329)",1,1,2.5380401611328125,2.5367431640625,Fixation,POINT (0.1606147140264511 0.2857704609632492),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447723394,16962126145,1,1,"(0.15421324968338013, 0.2707189917564392)","(0.15444548428058624, 0.2994275391101837)",1,1,2.5500946044921875,2.5243072509765625,Fixation,POINT (0.1543293669819832 0.2850732654333115),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447731728,16962134479,1,1,"(0.14959925413131714, 0.27177339792251587)","(0.15837526321411133, 0.29314616322517395)",1,1,2.5531158447265625,2.53216552734375,Fixation,POINT (0.1539872586727142 0.2824597805738449),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447740061,16962142812,1,1,"(0.1532820761203766, 0.2687942683696747)","(0.16209836304187775, 0.2971055209636688)",1,1,2.5505828857421875,2.5204315185546875,Fixation,POINT (0.1576902195811272 0.2829498946666718),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447748394,16962151145,1,1,"(0.1528521329164505, 0.27453622221946716)","(0.16382811963558197, 0.29586392641067505)",1,1,2.535308837890625,2.52313232421875,Fixation,POINT (0.1583401262760162 0.2852000743150711),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447756727,16962159478,1,1,"(0.16672272980213165, 0.28680598735809326)","(0.17212755978107452, 0.2960765063762665)",1,1,2.553085327148437,2.54998779296875,Fixation,POINT (0.1694251447916031 0.2914412468671799),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447765061,16962167812,1,1,"(0.1853400021791458, 0.2730880677700043)","(0.18446242809295654, 0.3202967643737793)",1,1,2.551727294921875,2.6107940673828125,Fixation,POINT (0.1849012151360512 0.2966924160718918),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447773394,16962176145,1,1,"(0.1765982061624527, 0.27000781893730164)","(0.16995960474014282, 0.29316282272338867)",1,1,2.566925048828125,2.5723876953125,Fixation,POINT (0.1732789054512978 0.2815853208303452),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447781727,16962184478,1,1,"(0.1838851124048233, 0.27927806973457336)","(0.18191158771514893, 0.304312139749527)",1,1,2.5421142578125,2.5601806640625,Fixation,POINT (0.1828983500599861 0.2917951047420502),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447790061,16962192812,1,1,"(0.1789708286523819, 0.28742560744285583)","(0.17816758155822754, 0.3046000301837921)",1,1,2.548492431640625,2.561386108398437,Fixation,POINT (0.1785692051053047 0.296012818813324),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447798400,16962201151,1,1,"(0.18250039219856262, 0.28192058205604553)","(0.18414032459259033, 0.3092035949230194)",1,1,2.5662384033203125,2.5713348388671875,Fixation,POINT (0.1833203583955765 0.2955620884895325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447806733,16962209484,1,1,"(0.18638479709625244, 0.2985541522502899)","(0.17938771843910217, 0.30120792984962463)",1,1,2.5980987548828125,2.5787353515625,Fixation,POINT (0.1828862577676773 0.2998810410499573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447815067,16962217818,1,1,"(0.18249480426311493, 0.2968359589576721)","(0.17662334442138672, 0.2916412949562073)",1,1,2.5780181884765625,2.5767974853515625,Fixation,POINT (0.1795590743422508 0.2942386269569397),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447823400,16962226151,1,1,"(0.17893439531326294, 0.2785222828388214)","(0.17469803988933563, 0.2895302176475525)",1,1,2.55975341796875,2.5513916015625,Fixation,POINT (0.1768162176012993 0.284026250243187),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447831734,16962234485,1,1,"(0.18024881184101105, 0.28529229760169983)","(0.1773226112127304, 0.30042019486427307)",1,1,2.5698394775390625,2.5681610107421875,Fixation,POINT (0.1787857115268707 0.2928562462329864),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447840067,16962242818,1,1,"(0.18024177849292755, 0.2778145372867584)","(0.17528779804706573, 0.3126123249530792)",1,1,2.544174194335937,2.57769775390625,Fixation,POINT (0.1777647882699966 0.2952134311199188),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447848400,16962251151,1,1,"(0.18034076690673828, 0.28832486271858215)","(0.17492352426052094, 0.31901437044143677)",1,1,2.5732574462890625,2.60845947265625,Fixation,POINT (0.1776321455836296 0.3036696165800095),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447856734,16962259485,1,1,"(0.17961621284484863, 0.27258092164993286)","(0.17383575439453125, 0.31000059843063354)",1,1,2.56414794921875,2.576995849609375,Fixation,POINT (0.1767259836196899 0.2912907600402832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447865067,16962267818,1,1,"(0.18001025915145874, 0.2770059406757355)","(0.17143523693084717, 0.3149036765098572)",1,1,2.557586669921875,2.577484130859375,Fixation,POINT (0.175722748041153 0.2959548085927963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447873400,16962276151,1,1,"(0.186331644654274, 0.2820650339126587)","(0.17254327237606049, 0.30839279294013977)",1,1,2.5522613525390625,2.5732574462890625,Fixation,POINT (0.1794374585151672 0.2952289134263992),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447881734,16962284485,1,1,"(0.17884774506092072, 0.27423974871635437)","(0.1795278936624527, 0.30249693989753723)",1,1,2.5670928955078125,2.585311889648437,Fixation,POINT (0.1791878193616867 0.2883683443069458),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447890067,16962292818,1,1,"(0.18161076307296753, 0.2761309742927551)","(0.18156877160072327, 0.30113279819488525)",1,1,2.54913330078125,2.572738647460937,Fixation,POINT (0.1815897673368454 0.2886318862438202),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447898400,16962301151,1,1,"(0.18158559501171112, 0.27318933606147766)","(0.18546178936958313, 0.3056837320327759)",1,1,2.5453643798828125,2.58673095703125,Fixation,POINT (0.1835236921906471 0.2894365340471268),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447906733,16962309484,1,1,"(0.18352828919887543, 0.27580690383911133)","(0.18589447438716888, 0.3021058738231659)",1,1,2.54925537109375,2.588531494140625,Fixation,POINT (0.1847113817930222 0.2889563888311386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447915067,16962317818,1,1,"(0.18083514273166656, 0.27389347553253174)","(0.1877831518650055, 0.317373663187027)",1,1,2.5442047119140625,2.576507568359375,Fixation,POINT (0.184309147298336 0.2956335693597794),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447923402,16962326153,1,1,"(0.18855491280555725, 0.2754705846309662)","(0.19010278582572937, 0.3139229416847229)",1,1,2.538360595703125,2.555084228515625,Fixation,POINT (0.1893288493156433 0.2946967631578445),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447940069,16962342820,1,1,"(0.24399378895759583, 0.2855595350265503)","(0.2462569773197174, 0.30108416080474854)",1,1,2.560150146484375,2.563446044921875,Fixation,POINT (0.2451253831386566 0.2933218479156494),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447948402,16962351153,1,1,"(0.2507215142250061, 0.28732845187187195)","(0.24690237641334534, 0.2964340150356293)",1,1,2.6092987060546875,2.55999755859375,Fixation,POINT (0.2488119453191757 0.2918812334537506),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447956735,16962359486,1,1,"(0.24992628395557404, 0.27727675437927246)","(0.24406036734580994, 0.2965027391910553)",1,1,2.5757293701171875,2.543182373046875,Fixation,POINT (0.246993325650692 0.2868897467851639),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447965069,16962367820,1,1,"(0.25024664402008057, 0.2802790105342865)","(0.2568035125732422, 0.31006914377212524)",1,1,2.581329345703125,2.5249786376953125,Fixation,POINT (0.2535250782966614 0.2951740771532059),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447973402,16962376153,1,1,"(0.2519475817680359, 0.2862519919872284)","(0.25969353318214417, 0.31108832359313965)",1,1,2.59161376953125,2.545989990234375,Fixation,POINT (0.25582055747509 0.298670157790184),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447981735,16962384486,1,1,"(0.25032174587249756, 0.27839890122413635)","(0.2631358802318573, 0.2907065153121948)",1,1,2.5753173828125,2.5164337158203125,Fixation,POINT (0.2567288130521774 0.2845527082681656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447990069,16962392820,1,1,"(0.2553001940250397, 0.2822619378566742)","(0.2533891201019287, 0.30040442943573)",1,1,2.5547637939453125,2.513656616210937,Fixation,POINT (0.2543446570634842 0.2913331836462021),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208447998402,16962401153,1,1,"(0.2524643838405609, 0.2828810513019562)","(0.2518356144428253, 0.2910258173942566)",1,1,2.566375732421875,2.539413452148437,Fixation,POINT (0.2521499991416931 0.2869534343481064),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448006735,16962409486,1,1,"(0.25185808539390564, 0.27376437187194824)","(0.2582712769508362, 0.31163233518600464)",1,1,2.526153564453125,2.534896850585937,Fixation,POINT (0.2550646811723709 0.2926983535289764),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448015069,16962417820,1,1,"(0.2495802789926529, 0.2831973433494568)","(0.25702500343322754, 0.31147056818008423)",1,1,2.5611114501953125,2.53607177734375,Fixation,POINT (0.2533026412129402 0.2973339557647705),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448023402,16962426153,1,1,"(0.24847203493118286, 0.29210907220840454)","(0.25825828313827515, 0.30213189125061035)",1,1,2.573577880859375,2.537460327148437,Fixation,POINT (0.253365159034729 0.2971204817295074),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448031735,16962434486,1,1,"(0.24785901606082916, 0.28493732213974)","(0.25394248962402344, 0.3083859086036682)",1,1,2.5648345947265625,2.5493621826171875,Fixation,POINT (0.2509007528424263 0.2966616153717041),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448040069,16962442820,1,1,"(0.25060638785362244, 0.2911412715911865)","(0.2571002244949341, 0.3142683207988739)",1,1,2.581024169921875,2.548126220703125,Fixation,POINT (0.2538533061742783 0.3027047961950302),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448048402,16962451153,1,1,"(0.2519070506095886, 0.28132787346839905)","(0.25407686829566956, 0.3109084367752075)",1,1,2.565704345703125,2.532821655273437,Fixation,POINT (0.2529919594526291 0.2961181551218033),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448056740,16962459491,1,1,"(0.250314861536026, 0.2796315848827362)","(0.2540869414806366, 0.3092682361602783)",1,1,2.5333404541015625,2.527435302734375,Fixation,POINT (0.2522009015083313 0.2944499105215073),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448065074,16962467825,1,1,"(0.2497871220111847, 0.28369975090026855)","(0.2583087384700775, 0.3085545599460602)",1,1,2.5429229736328125,2.522857666015625,Fixation,POINT (0.2540479302406311 0.2961271554231644),,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448073407,16962476158,1,1,"(0.25091180205345154, 0.2869831323623657)","(0.2544209659099579, 0.3084709346294403)",1,1,2.5862274169921875,2.52862548828125,Fixation,POINT (0.2526663839817047 0.297727033495903),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448081740,16962484491,1,1,"(0.24645595252513885, 0.2890864908695221)","(0.2547138035297394, 0.313096821308136)",1,1,2.5498809814453125,2.539535522460937,Fixation,POINT (0.2505848780274391 0.301091656088829),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448090074,16962492825,1,1,"(0.24629105627536774, 0.28640806674957275)","(0.25383055210113525, 0.3119559586048126)",1,1,2.560638427734375,2.560775756835937,Fixation,POINT (0.2500608041882515 0.2991820126771927),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448098407,16962501158,1,1,"(0.2505563795566559, 0.2882890999317169)","(0.2539272606372833, 0.3101455271244049)",1,1,2.5714111328125,2.53912353515625,Fixation,POINT (0.2522418200969696 0.2992173135280609),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448131741,16962534491,1,1,"(0.15199480950832367, 0.2655353248119354)","(0.1383652538061142, 0.2879733145236969)",1,1,2.5423583984375,2.55389404296875,Fixation,POINT (0.1451800316572189 0.2767543196678162),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448140075,16962542825,1,1,"(0.14904356002807617, 0.2679494619369507)","(0.1455683559179306, 0.2963252067565918)",1,1,2.5323638916015625,2.5768280029296875,Fixation,POINT (0.1473059579730034 0.2821373343467712),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448148408,16962551158,1,1,"(0.14468352496623993, 0.27213799953460693)","(0.13858662545681, 0.2913612723350525)",1,1,2.551986694335937,2.5469207763671875,Fixation,POINT (0.141635075211525 0.2817496359348297),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448156741,16962559491,1,1,"(0.1449989229440689, 0.27351024746894836)","(0.14202894270420074, 0.29894623160362244)",1,1,2.55035400390625,2.563949584960937,Fixation,POINT (0.1435139328241348 0.2862282395362854),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448165075,16962567825,1,1,"(0.14614693820476532, 0.2733381986618042)","(0.14608660340309143, 0.30188000202178955)",1,1,2.5586395263671875,2.573348999023437,Fixation,POINT (0.1461167708039284 0.2876091003417969),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448173408,16962576158,1,1,"(0.14240847527980804, 0.27482059597969055)","(0.14079070091247559, 0.31280049681663513)",1,1,2.53399658203125,2.556365966796875,Fixation,POINT (0.1415995880961418 0.2938105463981628),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,136,testAddCountryWithSequenceGenerator,1046788,1208448181741,16962584491,1,1,"(0.13905471563339233, 0.27320432662963867)","(0.1421947330236435, 0.29786545038223267)",1,1,2.5526123046875,2.556793212890625,Fixation,POINT (0.1406247243285179 0.2855348885059357),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448190082,16962592832,1,1,"(0.14185141026973724, 0.2793613076210022)","(0.14241279661655426, 0.2969093322753906)",1,1,2.5749969482421875,2.5632781982421875,Fixation,POINT (0.1421321034431458 0.2881353199481964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448198415,16962601165,1,1,"(0.14241155982017517, 0.28164488077163696)","(0.14743861556053162, 0.29997381567955017)",1,1,2.544708251953125,2.5683135986328125,Fixation,POINT (0.1449250876903534 0.2908093482255936),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448206748,16962609498,1,1,"(0.13927900791168213, 0.265656054019928)","(0.14430230855941772, 0.2932209074497223)",1,1,2.543548583984375,2.558090209960937,Fixation,POINT (0.1417906582355499 0.2794384807348251),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448215082,16962617832,1,1,"(0.14154432713985443, 0.2766837477684021)","(0.14439789950847626, 0.30356013774871826)",1,1,2.556625366210937,2.5683135986328125,Fixation,POINT (0.1429711133241653 0.2901219427585602),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448223415,16962626165,1,1,"(0.14491590857505798, 0.2665962278842926)","(0.1443542242050171, 0.31155461072921753)",1,1,2.540634155273437,2.5759429931640625,Fixation,POINT (0.1446350663900375 0.2890754193067551),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448231748,16962634498,1,1,"(0.14223630726337433, 0.27202337980270386)","(0.14437295496463776, 0.3102150559425354)",1,1,2.547607421875,2.571929931640625,Fixation,POINT (0.143304631114006 0.2911192178726196),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448240082,16962642832,1,1,"(0.1482807993888855, 0.27112001180648804)","(0.14265461266040802, 0.30341899394989014)",1,1,2.5585479736328125,2.569122314453125,Fixation,POINT (0.1454677060246468 0.2872695028781891),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448248415,16962651165,1,1,"(0.14203687012195587, 0.26733124256134033)","(0.1362336128950119, 0.29347124695777893)",1,1,2.563583374023437,2.5635223388671875,Fixation,POINT (0.1391352415084839 0.2804012447595596),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448256748,16962659498,1,1,"(0.14694134891033173, 0.27449876070022583)","(0.13613511621952057, 0.29174134135246277)",1,1,2.54937744140625,2.5538330078125,Fixation,POINT (0.1415382325649262 0.2831200510263443),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448265082,16962667832,1,1,"(0.14636142551898956, 0.2589273750782013)","(0.13482560217380524, 0.29428938031196594)",1,1,2.548568725585937,2.56085205078125,Fixation,POINT (0.1405935138463974 0.2766083776950836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448273415,16962676165,1,1,"(0.14207303524017334, 0.2617497444152832)","(0.1388813853263855, 0.3029506206512451)",1,1,2.555328369140625,2.5774688720703125,Fixation,POINT (0.1404772102832794 0.2823501825332642),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448281748,16962684498,1,1,"(0.15176911652088165, 0.2641978859901428)","(0.1416744738817215, 0.2969322204589844)",1,1,2.5604400634765625,2.5533447265625,Fixation,POINT (0.1467217952013016 0.2805650532245636),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448290082,16962692832,1,1,"(0.15000900626182556, 0.2690243721008301)","(0.14164717495441437, 0.29251840710639954)",1,1,2.572601318359375,2.5569305419921875,Fixation,POINT (0.14582809060812 0.2807713896036148),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448298415,16962701165,1,1,"(0.1551055759191513, 0.26467186212539673)","(0.15526771545410156, 0.28955963253974915)",1,1,2.559661865234375,2.5643310546875,Fixation,POINT (0.1551866456866264 0.2771157473325729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448306748,16962709498,1,1,"(0.1606648862361908, 0.27329641580581665)","(0.1792367696762085, 0.29553407430648804)",1,1,2.548919677734375,2.5616455078125,Fixation,POINT (0.1699508279561996 0.2844152450561523),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448315082,16962717832,1,1,"(0.155382439494133, 0.28279727697372437)","(0.1681317836046219, 0.29215922951698303)",1,1,2.5827178955078125,2.538604736328125,Fixation,POINT (0.1617571115493774 0.2874782532453537),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448323419,16962726169,1,1,"(0.15546973049640656, 0.2728551924228668)","(0.16783523559570312, 0.28931939601898193)",1,1,2.588729858398437,2.542831420898437,Fixation,POINT (0.1616524830460548 0.2810872942209244),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448331752,16962734502,1,1,"(0.155488058924675, 0.26880133152008057)","(0.1668141633272171, 0.29204872250556946)",1,1,2.556304931640625,2.5542449951171875,Fixation,POINT (0.161151111125946 0.280425027012825),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448340086,16962742836,1,1,"(0.15725603699684143, 0.2705819606781006)","(0.1667606085538864, 0.29951176047325134)",1,1,2.5488739013671875,2.55108642578125,Fixation,POINT (0.1620083227753639 0.285046860575676),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448348419,16962751169,1,1,"(0.16397829353809357, 0.2729503810405731)","(0.1629389226436615, 0.30295905470848083)",1,1,2.5644073486328125,2.565155029296875,Fixation,POINT (0.1634586080908775 0.287954717874527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448373419,16962776169,1,1,"(0.2005017250776291, 0.280990332365036)","(0.20055611431598663, 0.3171544671058655)",1,1,2.5804595947265625,2.6069488525390625,Fixation,POINT (0.2005289196968079 0.2990723997354507),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448381752,16962784502,1,1,"(0.2005857527256012, 0.28123578429222107)","(0.20358197391033173, 0.31541743874549866)",1,1,2.582992553710937,2.616241455078125,Fixation,POINT (0.2020838633179665 0.2983266115188599),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448390085,16962792835,1,1,"(0.2017064094543457, 0.2816704511642456)","(0.20301659405231476, 0.32041284441947937)",1,1,2.5641021728515625,2.6055908203125,Fixation,POINT (0.2023615017533302 0.3010416477918625),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448398419,16962801169,1,1,"(0.20535381138324738, 0.2790564298629761)","(0.20081059634685516, 0.3189947009086609)",1,1,2.55194091796875,2.6022491455078125,Fixation,POINT (0.2030822038650513 0.2990255653858185),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448406752,16962809502,1,1,"(0.20409341156482697, 0.28433606028556824)","(0.20867325365543365, 0.3267892599105835)",1,1,2.558090209960937,2.604949951171875,Fixation,POINT (0.2063833326101303 0.3055626600980759),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
0,136,testAddCountryWithSequenceGenerator,1046788,1208448415085,16962817835,1,1,"(0.205534890294075, 0.2838873565196991)","(0.2121005654335022, 0.31906038522720337)",1,1,2.572052001953125,2.618072509765625,Fixation,POINT (0.2088177278637886 0.3014738708734512),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
