Method Name,Original Column,Mapped Category
getImageWithSource,source.1,conditional statement
getImageWithSource,images.2,conditional statement
getImageWithSource,i.3,conditional statement
getImageWithSource,].0,].0
getImageWithSource,getSource.0,conditional statement
getImageWithSource,return.0,return
getImageWithSource,images.3,return
getImageWithSource,i.4,return
getImageWithSource,return.1,return
getImageWithSource,nan.0,return
updateSchema,public.0,function declaration
updateSchema,void.0,function declaration
updateSchema,updateSchema.0,function declaration
updateSchema,String.0,parameter
updateSchema,kind.0,parameter
updateSchema,SchemaTO.0,parameter
updateSchema,schemaTO.0,parameter
updateSchema,try.0,exception handling
updateSchema,restTemplate.0,externally defined variable or function
updateSchema,postForObject.0,externally defined variable or function
updateSchema,baseURL.0,argument
updateSchema,+.0,argument
updateSchema,"""""""schema/"""".0""","""""""schema/"""".0"""
updateSchema,+.1,argument
updateSchema,kind.1,argument
updateSchema,+.2,argument
updateSchema,"""""""/update"""".0""","""""""/update"""".0"""
updateSchema,schemaTO.1,argument
updateSchema,SchemaTO.1,argument
updateSchema,class.0,argument
updateSchema,catch.0,exception handling
updateSchema,SyncopeClientCompositeErrorException.0,parameter
updateSchema,e.0,parameter
updateSchema,LOG.0,external class
updateSchema,error.0,function call
updateSchema,"""""""While updating a user schema"""".100""","""""""While updating a user schema"""".100"""
updateSchema,e.1,argument
test,public.0,function declaration
test,void.0,function declaration
test,test_10_bug2689872.0,function declaration
test,throws.0,exception handling
test,Exception.0,exception handling
test,E.0,variable declaration
test,con.0,variable declaration
test,=.0,variable declaration
test,getGeneric.0,variable declaration
test,createElement.0,variable declaration
test,"""""""elt"""".0""","""""""elt"""".0"""
test,getGeneric.1,function call
test,addPredicates.0,function call
test,con.1,argument
test,makeSList.0,argument
test,"""""""A1"""".0""","""""""A1"""".0"""
test,makeSList.1,argument
test,"""""""0/=1"""".0""","""""""0/=1"""".0"""
test,FALSE.0,argument
test,getGeneric.2,function call
test,save.0,function call
test,con.2,argument
test,runBuilder.0,function call
test,SCE.0,variable declaration
test,file.0,variable declaration
test,=.1,variable declaration
test,getGeneric.3,variable declaration
test,getSCElement.0,variable declaration
test,con.3,variable declaration
test,getGeneric.4,function call
test,containsPredicates.0,function call
test,file.1,argument
test,emptyEnv.0,argument
test,makeSList.2,argument
test,makeSList.3,argument
test,hasMarker.0,function call
test,getGeneric.5,argument
test,getPredicates.0,argument
test,con.4,argument
test,0.0,argument
test,EventBAttributes.0,argument
test,PREDICATE_ATTRIBUTE.0,argument
test,ParseProblem.0,argument
test,LexerError.0,argument
test,"""""""/"""".0""","""""""/"""".0"""
appendDeclarations,public.0,function declaration
appendDeclarations,void.0,function declaration
appendDeclarations,appendDeclarations.0,function declaration
appendDeclarations,LaTeXDocumentPortion.0,parameter
appendDeclarations,pack.0,parameter
appendDeclarations,LaTeXDocumentPortion.1,parameter
appendDeclarations,decl.0,parameter
appendDeclarations,if.0,conditional statement
appendDeclarations,bContainsEndnotes.0,conditional statement
appendDeclarations,pack.1,conditional block
appendDeclarations,append.0,conditional block
appendDeclarations,"""""""\\usepackage{endnotes}"""".0""","""""""\\usepackage{endnotes}"""".0"""
appendDeclarations,).0,).0
appendDeclarations,nl.0,conditional block
appendDeclarations,if.1,conditional statement
appendDeclarations,bContainsFootnotes.0,conditional statement
appendDeclarations,convertFootnotesConfiguration.0,conditional block
appendDeclarations,decl.1,conditional block
appendDeclarations,if.2,conditional statement
appendDeclarations,bContainsEndnotes.1,conditional statement
appendDeclarations,convertEndnotesConfiguration.0,conditional block
appendDeclarations,decl.2,conditional block
store,public.0,function declaration
store,void.0,function declaration
store,store.0,function declaration
store,String.0,parameter
store,path.0,parameter
store,InputStream.0,parameter
store,stream.0,parameter
store,throws.0,exception handling
store,IOException.0,exception handling
store,toIgnore.0,function call
store,add.0,function call
store,normalizePath.0,argument
store,path.1,argument
store,ZipEntry.0,variable declaration
store,entry.0,variable declaration
store,=.0,variable declaration
store,new.0,variable declaration
store,ZipEntry.1,variable declaration
store,path.2,variable declaration
store,zipOutput.0,externally defined variable or function
store,putNextEntry.0,function call
store,entry.1,argument
store,IOUtils.0,external class
store,copy.0,externally defined variable or function
store,stream.1,argument
store,zipOutput.1,argument
store,zipOutput.2,externally defined variable or function
store,closeEntry.0,function call
testNegativeParseCases,public.0,function declaration
testNegativeParseCases,void.0,function declaration
testNegativeParseCases,testNegativeParseCases.0,function declaration
testNegativeParseCases,verbose.0,externally defined variable or function
testNegativeParseCases,"""""""--->Negative parse tests START"""".100""","""""""--->Negative parse tests START"""".100"""
testNegativeParseCases,for.0,loop
testNegativeParseCases,int.0,loop
testNegativeParseCases,i.0,loop
testNegativeParseCases,=.0,loop
testNegativeParseCases,0.0,loop
testNegativeParseCases,i.1,conditional statement
testNegativeParseCases,<.0,conditional statement
testNegativeParseCases,negativeParseTests.0,conditional statement
testNegativeParseCases,length.0,conditional statement
testNegativeParseCases,i.2,loop
testNegativeParseCases,parseFilter.0,loop
testNegativeParseCases,negativeParseTests.1,loop
testNegativeParseCases,i.3,loop
testNegativeParseCases,FALSE.0,loop
testNegativeParseCases,// This used to fail until the parser was rewritten with the stack.200,comment
testNegativeParseCases,// stuff so that it can clean up partially parsed expression trees..201,comment
testNegativeParseCases,checkDelete.0,externally defined variable or function
equals,public.0,function declaration
equals,boolean.0,function declaration
equals,equals.0,function declaration
equals,Object.0,parameter
equals,obj.0,parameter
equals,if.0,conditional statement
equals,obj.1,conditional statement
equals,==.0,conditional statement
equals,nan.0,conditional statement
equals,||.0,conditional statement
equals,obj.2,conditional statement
equals,getClass.0,conditional statement
equals,!=.0,conditional statement
equals,getClass.1,conditional statement
equals,return.0,return
equals,FALSE.0,return
equals,CSSConditionalSelectorImpl.0,variable declaration
equals,s.0,variable declaration
equals,=.0,variable declaration
equals,CSSConditionalSelectorImpl.1,variable declaration
equals,obj.3,variable declaration
equals,return.1,return
equals,s.1,return
equals,simpleSelector.0,return
equals,equals.1,return
equals,simpleSelector.1,return
equals,&&.0,return
equals,s.2,return
equals,condition.0,return
equals,equals.2,return
equals,condition.1,return
testOneTwoThreeCreateCycle,public.0,function declaration
testOneTwoThreeCreateCycle,void.0,function declaration
testOneTwoThreeCreateCycle,testOneTwoThreeCreateCycle.0,function declaration
testOneTwoThreeCreateCycle,throws.0,exception handling
testOneTwoThreeCreateCycle,Exception.0,exception handling
testOneTwoThreeCreateCycle,IRodinFile.0,variable declaration
testOneTwoThreeCreateCycle,ctx.0,variable declaration
testOneTwoThreeCreateCycle,=.0,variable declaration
testOneTwoThreeCreateCycle,createRodinFile.0,variable declaration
testOneTwoThreeCreateCycle,"""""""P/x.ctx"""".0""","""""""P/x.ctx"""".0"""
testOneTwoThreeCreateCycle,createDependency.0,function call
testOneTwoThreeCreateCycle,ctx.1,argument
testOneTwoThreeCreateCycle,"""""""y"""".0""","""""""y"""".0"""
testOneTwoThreeCreateCycle,createData.0,function call
testOneTwoThreeCreateCycle,ctx.2,argument
testOneTwoThreeCreateCycle,"""""""one"""".0""","""""""one"""".0"""
testOneTwoThreeCreateCycle,ctx.3,variable
testOneTwoThreeCreateCycle,save.0,function call
testOneTwoThreeCreateCycle,nan.0,argument
testOneTwoThreeCreateCycle,TRUE.0,argument
testOneTwoThreeCreateCycle,runBuilder.0,function call
testOneTwoThreeCreateCycle,IRodinFile.1,variable declaration
testOneTwoThreeCreateCycle,cty.0,variable declaration
testOneTwoThreeCreateCycle,=.1,variable declaration
testOneTwoThreeCreateCycle,createRodinFile.1,variable declaration
testOneTwoThreeCreateCycle,"""""""P/y.ctx"""".0""","""""""P/y.ctx"""".0"""
testOneTwoThreeCreateCycle,createDependency.1,function call
testOneTwoThreeCreateCycle,cty.1,argument
testOneTwoThreeCreateCycle,"""""""x"""".0""","""""""x"""".0"""
testOneTwoThreeCreateCycle,createData.1,function call
testOneTwoThreeCreateCycle,cty.2,argument
testOneTwoThreeCreateCycle,"""""""two"""".0""","""""""two"""".0"""
testOneTwoThreeCreateCycle,cty.3,variable
testOneTwoThreeCreateCycle,save.1,function call
testOneTwoThreeCreateCycle,nan.1,argument
testOneTwoThreeCreateCycle,TRUE.1,argument
testOneTwoThreeCreateCycle,IRodinFile.2,variable declaration
testOneTwoThreeCreateCycle,ctz.0,variable declaration
testOneTwoThreeCreateCycle,=.2,variable declaration
testOneTwoThreeCreateCycle,createRodinFile.2,variable declaration
testOneTwoThreeCreateCycle,"""""""P/z.ctx"""".0""","""""""P/z.ctx"""".0"""
testOneTwoThreeCreateCycle,createData.2,function call
testOneTwoThreeCreateCycle,ctz.1,argument
testOneTwoThreeCreateCycle,"""""""three"""".0""","""""""three"""".0"""
testOneTwoThreeCreateCycle,ctz.2,variable
testOneTwoThreeCreateCycle,save.2,function call
testOneTwoThreeCreateCycle,nan.2,argument
testOneTwoThreeCreateCycle,TRUE.2,argument
testOneTwoThreeCreateCycle,runBuilder.1,function call
testOneTwoThreeCreateCycle,"""""""CSC extract /P/x.ctx"""".100""","""""""CSC extract /P/x.ctx"""".100"""
testOneTwoThreeCreateCycle,"""""""CSC run /P/x. csc"""".101""","""""""CSC run /P/x. csc"""".101"""
testOneTwoThreeCreateCycle,"""""""CSC extract /P/y.ctx"""".102""","""""""CSC extract /P/y.ctx"""".102"""
testOneTwoThreeCreateCycle,"""""""CSC extract /P/z.ctx"""".103""","""""""CSC extract /P/z.ctx"""".103"""
testOneTwoThreeCreateCycle,"""""""CSC run /P/z.csc"""".104""","""""""CSC run /P/z.csc"""".104"""
exportXVRL,public.0,function declaration
exportXVRL,void.0,function declaration
exportXVRL,exportXVRL.0,function declaration
exportXVRL,XMLStreamWriter.0,parameter
exportXVRL,xvrLDoc.0,parameter
exportXVRL,throws.0,exception handling
exportXVRL,Exception.0,exception handling
exportXVRL,JAXBContext.0,variable declaration
exportXVRL,context.0,variable declaration
exportXVRL,=.0,variable declaration
exportXVRL,JAXBContext.1,variable declaration
exportXVRL,newInstance.0,variable declaration
exportXVRL,ValidationReport.0,variable declaration
exportXVRL,class.0,variable declaration
exportXVRL,Marshaller.0,variable declaration
exportXVRL,m.0,variable declaration
exportXVRL,=.1,variable declaration
exportXVRL,context.1,variable declaration
exportXVRL,createMarshaller.0,variable declaration
exportXVRL,m.1,variable
exportXVRL,setProperty.0,function call
exportXVRL,Marshaller.1,argument
exportXVRL,JAXB_FORMATTED_OUTPUT.0,argument
exportXVRL,TRUE.0,argument
exportXVRL,ValidationReport.1,variable declaration
exportXVRL,vReport.0,variable declaration
exportXVRL,=.2,variable declaration
exportXVRL,exportVReport.0,variable declaration
exportXVRL,if.0,conditional statement
exportXVRL,vReport.1,conditional statement
exportXVRL,!=.0,conditional statement
exportXVRL,nan.0,conditional statement
exportXVRL,m.2,conditional block
exportXVRL,marshal.0,conditional block
exportXVRL,vReport.2,conditional block
exportXVRL,xvrLDoc.1,conditional block
readFromFile,private.0,function declaration
readFromFile,void.0,function declaration
readFromFile,readFromFile.0,function declaration
readFromFile,try.0,exception handling
readFromFile,FileReader.0,variable declaration
readFromFile,fr.0,variable declaration
readFromFile,=.0,variable declaration
readFromFile,new.0,variable declaration
readFromFile,FileReader.1,variable declaration
readFromFile,this.0,variable declaration
readFromFile,credentials.0,variable declaration
readFromFile,BufferedReader.0,variable declaration
readFromFile,br.0,variable declaration
readFromFile,=.1,variable declaration
readFromFile,new.1,variable declaration
readFromFile,BufferedReader.1,variable declaration
readFromFile,fr.1,variable declaration
readFromFile,this.1,externally defined variable or function
readFromFile,username.0,externally defined variable or function
readFromFile,=.2,assignment
readFromFile,br.1,variable
readFromFile,readLine.0,function call
readFromFile,this.2,externally defined variable or function
readFromFile,password.0,externally defined variable or function
readFromFile,=.3,assignment
readFromFile,br.2,variable
readFromFile,readLine.1,function call
readFromFile,br.3,variable
readFromFile,close.0,function call
readFromFile,fr.2,variable
readFromFile,close.1,function call
readFromFile,catch.0,exception handling
readFromFile,Exception.0,parameter
readFromFile,e.0,parameter
readFromFile,this.3,externally defined variable or function
readFromFile,username.1,externally defined variable or function
readFromFile,=.4,assignment
readFromFile,""""""""""".0""",""""""""""".0"""
readFromFile,this.4,externally defined variable or function
readFromFile,password.1,externally defined variable or function
readFromFile,=.5,assignment
readFromFile,""""""""""".1""",""""""""""".1"""
setGenJarDir,public.0,function declaration
setGenJarDir,void.0,function declaration
setGenJarDir,setGenJarDir.0,function declaration
setGenJarDir,File.0,parameter
setGenJarDir,genJarDir.0,parameter
setGenJarDir,SandProject.0,parameter
setGenJarDir,proj.0,parameter
setGenJarDir,proj.1,variable
setGenJarDir,getAntProject.0,function call
setGenJarDir,setProperty.0,function call
setGenJarDir,"""""""genJarDir"""".0""","""""""genJarDir"""".0"""
setGenJarDir,genJarDir.1,argument
setGenJarDir,toString.0,argument
setGenJarDir,SandProject.1,variable declaration
setGenJarDir,downstream.0,variable declaration
setGenJarDir,=.0,variable declaration
setGenJarDir,proj.2,variable declaration
setGenJarDir,getRequiredBy.0,variable declaration
setGenJarDir,for.0,loop
setGenJarDir,int.0,loop
setGenJarDir,i.0,loop
setGenJarDir,=.1,loop
setGenJarDir,0.0,loop
setGenJarDir,i.1,conditional statement
setGenJarDir,<.0,conditional statement
setGenJarDir,downstream.1,conditional statement
setGenJarDir,length.0,conditional statement
setGenJarDir,i.2,loop
setGenJarDir,setGenJarDir.1,loop
setGenJarDir,genJarDir.2,loop
setGenJarDir,downstream.2,loop
setGenJarDir,i.3,loop
setGenJarDir,].0,].0
actionPerformed,public.0,function declaration
actionPerformed,void.0,function declaration
actionPerformed,actionPerformed.0,function declaration
actionPerformed,ActionEvent.0,parameter
actionPerformed,e.0,parameter
actionPerformed,int.0,variable declaration
actionPerformed,selectedRows.0,variable declaration
actionPerformed,=.0,variable declaration
actionPerformed,features.0,variable declaration
actionPerformed,getSelectedRows.0,variable declaration
actionPerformed,if.0,conditional statement
actionPerformed,selectedRows.1,conditional statement
actionPerformed,length.0,conditional statement
actionPerformed,>.0,conditional statement
actionPerformed,0.0,conditional statement
actionPerformed,boolean.0,conditional block
actionPerformed,valueToBeSet.0,conditional block
actionPerformed,=.1,conditional block
actionPerformed,Boolean.0,conditional block
actionPerformed,features.1,conditional block
actionPerformed,getValueAt.0,conditional block
actionPerformed,selectedRows.2,conditional block
actionPerformed,0.1,conditional block
actionPerformed,].0,].0
actionPerformed,0.2,conditional block
actionPerformed,)).0,)).0
actionPerformed,booleanValue.0,conditional block
actionPerformed,for.0,loop
actionPerformed,int.1,loop
actionPerformed,i.0,loop
actionPerformed,=.2,loop
actionPerformed,0.3,loop
actionPerformed,i.1,conditional statement
actionPerformed,<.0,conditional statement
actionPerformed,selectedRows.3,conditional statement
actionPerformed,length.1,conditional statement
actionPerformed,i.2,loop
actionPerformed,features.2,loop
actionPerformed,setValueAt.0,loop
actionPerformed,new.0,loop
actionPerformed,Boolean.1,loop
actionPerformed,valueToBeSet.1,loop
actionPerformed,selectedRows.4,loop
actionPerformed,i.3,loop
actionPerformed,].1,].1
actionPerformed,0.4,loop
testNegativeParseCases,public.0,function declaration
testNegativeParseCases,void.0,function declaration
testNegativeParseCases,testNegativeParseCases.0,function declaration
testNegativeParseCases,verbose.0,externally defined variable or function
testNegativeParseCases,"""""""--->Negative parse tests START"""".100""","""""""--->Negative parse tests START"""".100"""
testNegativeParseCases,for.0,loop
testNegativeParseCases,int.0,loop
testNegativeParseCases,i.0,loop
testNegativeParseCases,=.0,loop
testNegativeParseCases,0.0,loop
testNegativeParseCases,i.1,conditional statement
testNegativeParseCases,<.0,conditional statement
testNegativeParseCases,negativeParseTests.0,conditional statement
testNegativeParseCases,length.0,conditional statement
testNegativeParseCases,i.2,loop
testNegativeParseCases,parseFilter.0,loop
testNegativeParseCases,negativeParseTests.1,loop
testNegativeParseCases,i.3,loop
testNegativeParseCases,FALSE.0,loop
testNegativeParseCases,// This used to fail until the parser was rewritten with the stack.200,comment
testNegativeParseCases,// stuff so that it can clean up partially parsed expression trees..201,comment
testNegativeParseCases,checkDelete.0,externally defined variable or function
appendDeclarations,public.0,function declaration
appendDeclarations,void.0,function declaration
appendDeclarations,appendDeclarations.0,function declaration
appendDeclarations,LaTeXDocumentPortion.0,parameter
appendDeclarations,pack.0,parameter
appendDeclarations,LaTeXDocumentPortion.1,parameter
appendDeclarations,decl.0,parameter
appendDeclarations,if.0,conditional statement
appendDeclarations,bContainsEndnotes.0,conditional statement
appendDeclarations,pack.1,conditional block
appendDeclarations,append.0,conditional block
appendDeclarations,"""""""\\usepackage{endnotes}"""".0""","""""""\\usepackage{endnotes}"""".0"""
appendDeclarations,).0,).0
appendDeclarations,nl.0,conditional block
appendDeclarations,if.1,conditional statement
appendDeclarations,bContainsFootnotes.0,conditional statement
appendDeclarations,convertFootnotesConfiguration.0,conditional block
appendDeclarations,decl.1,conditional block
appendDeclarations,if.2,conditional statement
appendDeclarations,bContainsEndnotes.1,conditional statement
appendDeclarations,convertEndnotesConfiguration.0,conditional block
appendDeclarations,decl.2,conditional block
testValidateSeparationCount,public.0,function declaration
testValidateSeparationCount,void.0,function declaration
testValidateSeparationCount,testValidateSeparationCount.0,function declaration
testValidateSeparationCount,try.0,exception handling
testValidateSeparationCount,LinearDimension.0,external class
testValidateSeparationCount,validateSeparationCount.0,function call
testValidateSeparationCount,0.0,argument
testValidateSeparationCount,fail.0,function call
testValidateSeparationCount,catch.0,exception handling
testValidateSeparationCount,IllegalArgumentException.0,parameter
testValidateSeparationCount,ex.0,parameter
testValidateSeparationCount,// ok.200,comment
testValidateSeparationCount,try.1,exception handling
testValidateSeparationCount,LinearDimension.1,external class
testValidateSeparationCount,validateSeparationCount.1,function call
testValidateSeparationCount,-.0,argument
testValidateSeparationCount,2.0,argument
testValidateSeparationCount,fail.1,function call
testValidateSeparationCount,catch.1,exception handling
testValidateSeparationCount,IllegalArgumentException.1,parameter
testValidateSeparationCount,ex.1,parameter
testValidateSeparationCount,// ok.201,comment
testValidateSeparationCount,LinearDimension.2,external class
testValidateSeparationCount,validateSeparationCount.2,function call
testValidateSeparationCount,1.0,argument
testValidateSeparationCount,LinearDimension.3,external class
testValidateSeparationCount,validateSeparationCount.3,function call
testValidateSeparationCount,2988.0,argument
updateGain,private.0,function declaration
updateGain,void.0,function declaration
updateGain,updateGain.0,function declaration
updateGain,int.0,variable declaration
updateGain,pos.0,variable declaration
updateGain,=.0,variable declaration
updateGain,getValue.0,variable declaration
updateGain,int.1,variable declaration
updateGain,value.0,variable declaration
updateGain,=.1,variable declaration
updateGain,int.2,variable declaration
updateGain,127.0,variable declaration
updateGain,*.0,variable declaration
updateGain,double.0,variable declaration
updateGain,pos.1,variable declaration
updateGain,/.0,variable declaration
updateGain,100.0,variable declaration
updateGain,MidiChannel.0,variable declaration
updateGain,cs.0,variable declaration
updateGain,=.2,variable declaration
updateGain,synthesizer.0,variable declaration
updateGain,getChannels.0,variable declaration
updateGain,for.0,loop
updateGain,int.3,loop
updateGain,I.0,loop
updateGain,=.3,loop
updateGain,0.0,loop
updateGain,I.1,conditional statement
updateGain,<.0,conditional statement
updateGain,cs.1,conditional statement
updateGain,length.0,conditional statement
updateGain,i.0,loop
updateGain,cs.2,loop
updateGain,i.1,loop
updateGain,controlChange.0,loop
updateGain,7.0,loop
updateGain,value.1,loop
liesBetween,private.0,function declaration
liesBetween,boolean.0,function declaration
liesBetween,liesBetween.0,function declaration
liesBetween,double.0,parameter
liesBetween,x1.0,parameter
liesBetween,double.1,parameter
liesBetween,x2.0,parameter
liesBetween,double.2,parameter
liesBetween,x3.0,parameter
liesBetween,if.0,conditional statement
liesBetween,x1.1,conditional statement
liesBetween,<=.0,conditional statement
liesBetween,x2.1,conditional statement
liesBetween,&&.0,conditional statement
liesBetween,x3.1,conditional statement
liesBetween,>=.0,conditional statement
liesBetween,x1.2,conditional statement
liesBetween,-.0,conditional statement
liesBetween,ACCURACY.0,conditional statement
liesBetween,&&.1,conditional statement
liesBetween,x3.2,conditional statement
liesBetween,<=.1,conditional statement
liesBetween,x2.2,conditional statement
liesBetween,+.0,conditional statement
liesBetween,ACCURACY.1,conditional statement
liesBetween,return.0,return
liesBetween,TRUE.0,return
liesBetween,if.1,conditional statement
liesBetween,x1.3,conditional statement
liesBetween,>=.1,conditional statement
liesBetween,x2.3,conditional statement
liesBetween,&&.2,conditional statement
liesBetween,x3.3,conditional statement
liesBetween,>=.2,conditional statement
liesBetween,x2.4,conditional statement
liesBetween,-.1,conditional statement
liesBetween,ACCURACY.2,conditional statement
liesBetween,&&.3,conditional statement
liesBetween,x3.4,conditional statement
liesBetween,<=.2,conditional statement
liesBetween,x1.4,conditional statement
liesBetween,+.1,conditional statement
liesBetween,ACCURACY.3,conditional statement
liesBetween,return.1,return
liesBetween,TRUE.1,return
liesBetween,return.2,return
liesBetween,FALSE.0,return
setGenJarDir,public.0,function declaration
setGenJarDir,void.0,function declaration
setGenJarDir,setGenJarDir.0,function declaration
setGenJarDir,File.0,parameter
setGenJarDir,genJarDir.0,parameter
setGenJarDir,SandProject.0,parameter
setGenJarDir,proj.0,parameter
setGenJarDir,proj.1,variable
setGenJarDir,getAntProject.0,function call
setGenJarDir,setProperty.0,function call
setGenJarDir,"""""""genJarDir"""".0""","""""""genJarDir"""".0"""
setGenJarDir,genJarDir.1,argument
setGenJarDir,toString.0,argument
setGenJarDir,SandProject.1,variable declaration
setGenJarDir,downstream.0,variable declaration
setGenJarDir,=.0,variable declaration
setGenJarDir,proj.2,variable declaration
setGenJarDir,getRequiredBy.0,variable declaration
setGenJarDir,for.0,loop
setGenJarDir,int.0,loop
setGenJarDir,i.0,loop
setGenJarDir,=.1,loop
setGenJarDir,0.0,loop
setGenJarDir,i.1,conditional statement
setGenJarDir,<.0,conditional statement
setGenJarDir,downstream.1,conditional statement
setGenJarDir,length.0,conditional statement
setGenJarDir,i.2,loop
setGenJarDir,setGenJarDir.1,loop
setGenJarDir,genJarDir.2,loop
setGenJarDir,downstream.2,loop
setGenJarDir,i.3,loop
setGenJarDir,].0,].0
messageSent,public.0,function declaration
messageSent,void.0,function declaration
messageSent,messageSent.0,function declaration
messageSent,MessageEvent.0,parameter
messageSent,e.0,parameter
messageSent,String.0,variable declaration
messageSent,str.0,variable declaration
messageSent,=.0,variable declaration
messageSent,e.1,variable declaration
messageSent,getMessage.0,variable declaration
messageSent,if.0,conditional statement
messageSent,str.1,conditional statement
messageSent,endsWith.0,conditional statement
messageSent,DIR_ADDED.0,conditional statement
messageSent,str.2,conditional block
messageSent,=.1,conditional block
messageSent,str.3,conditional block
messageSent,substring.0,conditional block
messageSent,DIRECTORY.0,conditional block
messageSent,length.0,conditional block
messageSent,str.4,conditional block
messageSent,indexOf.0,conditional block
messageSent,DIR_ADDED.1,conditional block
messageSent,)).0,)).0
messageSent,trim.0,conditional block
messageSent,createCvsFiles.0,conditional block
messageSent,str.5,conditional block
messageSent,super.0,externally defined variable or function
messageSent,messageSent.1,externally defined variable or function
messageSent,e.2,argument
add,public.0,function declaration
add,boolean.0,function declaration
add,add.0,function declaration
add,Date.0,parameter
add,date.0,parameter
add,if.0,conditional statement
add,dates.0,conditional statement
add,contains.0,conditional statement
add,date.1,conditional statement
add,return.0,return
add,FALSE.0,return
add,boolean.1,variable declaration
add,added.0,variable declaration
add,=.0,variable declaration
add,FALSE.1,variable declaration
add,for.0,loop
add,int.0,loop
add,i.0,loop
add,=.1,loop
add,0.0,loop
add,i.1,conditional statement
add,<.0,conditional statement
add,dates.1,conditional statement
add,size.0,conditional statement
add,&&.0,conditional statement
add,added.1,conditional statement
add,i.2,loop
add,Date.1,loop
add,nextDate.0,loop
add,=.2,loop
add,dates.2,loop
add,get.0,loop
add,i.3,loop
add,if.1,conditional statement
add,date.2,conditional statement
add,before.0,conditional statement
add,nextDate.1,conditional statement
add,dates.3,loop
add,add.1,loop
add,i.4,loop
add,date.3,loop
add,added.2,loop
add,=.3,loop
add,TRUE.0,loop
add,if.2,conditional statement
add,added.3,conditional statement
add,dates.4,conditional block
add,add.2,conditional block
add,date.4,conditional block
add,return.1,return
add,TRUE.1,return
equals,public.0,function declaration
equals,boolean.0,function declaration
equals,equals.0,function declaration
equals,Object.0,parameter
equals,obj.0,parameter
equals,if.0,conditional statement
equals,obj.1,conditional statement
equals,==.0,conditional statement
equals,nan.0,conditional statement
equals,||.0,conditional statement
equals,obj.2,conditional statement
equals,getClass.0,conditional statement
equals,!=.0,conditional statement
equals,getClass.1,conditional statement
equals,return.0,return
equals,FALSE.0,return
equals,CSSConditionalSelectorImpl.0,variable declaration
equals,s.0,variable declaration
equals,=.0,variable declaration
equals,CSSConditionalSelectorImpl.1,variable declaration
equals,obj.3,variable declaration
equals,return.1,return
equals,s.1,return
equals,simpleSelector.0,return
equals,equals.1,return
equals,simpleSelector.1,return
equals,&&.0,return
equals,s.2,return
equals,condition.0,return
equals,equals.2,return
equals,condition.1,return
store,public.0,function declaration
store,void.0,function declaration
store,store.0,function declaration
store,String.0,parameter
store,path.0,parameter
store,InputStream.0,parameter
store,stream.0,parameter
store,throws.0,exception handling
store,IOException.0,exception handling
store,toIgnore.0,function call
store,add.0,function call
store,normalizePath.0,argument
store,path.1,argument
store,ZipEntry.0,variable declaration
store,entry.0,variable declaration
store,=.0,variable declaration
store,new.0,variable declaration
store,ZipEntry.1,variable declaration
store,path.2,variable declaration
store,zipOutput.0,externally defined variable or function
store,putNextEntry.0,function call
store,entry.1,argument
store,IOUtils.0,external class
store,copy.0,externally defined variable or function
store,stream.1,argument
store,zipOutput.1,argument
store,zipOutput.2,externally defined variable or function
store,closeEntry.0,function call
deleteCascade,public.0,function declaration
deleteCascade,void.0,function declaration
deleteCascade,deleteCascade.0,function declaration
deleteCascade,VyhladavaciAlgoritmus.0,parameter
deleteCascade,algorithm.0,parameter
deleteCascade,//searcheds.0,comment
deleteCascade,getHibernateTemplate.0,function call
deleteCascade,bulkUpdate.0,externally defined variable or function
deleteCascade,"""""""DELETE Searched WHERE algorithm = ?"""".100""","""""""DELETE Searched WHERE algorithm = ?"""".100"""
deleteCascade,new.0,argument
deleteCascade,Object.0,argument
deleteCascade,algorithm.1,argument
deleteCascade,//plans.0,comment
deleteCascade,getHibernateTemplate.1,function call
deleteCascade,bulkUpdate.1,externally defined variable or function
deleteCascade,"""""""DELETE SearchPlan WHERE algorithm = ?"""".101""","""""""DELETE SearchPlan WHERE algorithm = ?"""".101"""
deleteCascade,new.1,argument
deleteCascade,Object.1,argument
deleteCascade,algorithm.2,argument
deleteCascade,//prefs.0,comment
deleteCascade,getHibernateTemplate.2,function call
deleteCascade,bulkUpdate.2,externally defined variable or function
deleteCascade,"""""""DELETE SearchPrefs WHERE algorithm = ?"""".102""","""""""DELETE SearchPrefs WHERE algorithm = ?"""".102"""
deleteCascade,new.2,argument
deleteCascade,Object.2,argument
deleteCascade,algorithm.3,argument
deleteCascade,//categories.0,comment
deleteCascade,getHibernateTemplate.3,function call
deleteCascade,bulkUpdate.3,externally defined variable or function
deleteCascade,"""""""DELETE SearchCategory WHERE algorithm = ?"""".103""","""""""DELETE SearchCategory WHERE algorithm = ?"""".103"""
deleteCascade,new.3,argument
deleteCascade,Object.3,argument
deleteCascade,algorithm.4,argument
deleteCascade,delete.0,externally defined variable or function
deleteCascade,algorithm.5,argument
BFSdist,public.0,function declaration
BFSdist,void.0,function declaration
BFSdist,BFSdist.0,function declaration
BFSdist,Node.0,parameter
BFSdist,n.0,parameter
BFSdist,Vector.0,parameter
BFSdist,ToDo.0,parameter
BFSdist,int.0,parameter
BFSdist,indirConn.0,parameter
BFSdist,Node.1,variable declaration
BFSdist,n2.0,variable declaration
BFSdist,=.0,variable declaration
BFSdist,nan.0,variable declaration
BFSdist,for.0,loop
BFSdist,Enumeration.0,loop
BFSdist,es.0,loop
